id,question,result
859,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色红（颜色）属于或类似于___（颜色）
*选项*：['透明红色', '暗枣红色', '磨砂红色', '浅瓜红色']",浅瓜红色
860,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色红（颜色）属于或类似于___（颜色）
*选项*：['绯红', '诱惑红', '烈焰红', '喜气红']",诱惑红
861,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色红色（颜色）属于或类似于___（颜色）
*选项*：['经典红色', '深枣红色', '番茄红色', '乔丹红色']",乔丹红色
862,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色红色（颜色）属于或类似于___（颜色）
*选项*：['牡丹红色', '浅粉红色', '哑光红色', '纯色灰色']",浅粉红色
863,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯蓝（颜色）属于或类似于___（颜色）
*选项*：['复古蓝色', '海水蓝色', '果冻蓝色', '深水蓝色']",果冻蓝色
864,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯蓝色（颜色）属于或类似于___（颜色）
*选项*：['银蓝色', '水晶蓝色', '蔚蓝色', '钴蓝色']",银蓝色
865,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯蓝色（颜色）属于或类似于___（颜色）
*选项*：['魅光蓝色', '金属蓝', '宝石蓝色', '电蓝色']",魅光蓝色
866,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：绅士蓝（颜色）属于或类似于___（颜色）
*选项*：['双蓝', '大海蓝', '羽毛蓝', '宝石蓝']",双蓝
867,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：经典白（颜色）属于或类似于___（颜色）
*选项*：['草白', '珠光白', '灰色', '乳白色']",草白
868,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：经典粉色（颜色）属于或类似于___（颜色）
*选项*：['心水蓝色', '纯色粉色', '经典灰色', '经典红色']",纯色粉色
869,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：经典红色（颜色）属于或类似于___（颜色）
*选项*：['正红色', '经典蓝色', '经典灰色', '花生红']",花生红
870,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：绿光色（颜色）属于或类似于___（颜色）
*选项*：['绿灰', '清绿色', '绿粉色', '沙绿']",清绿色
871,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：翡翠绿（颜色）属于或类似于___（颜色）
*选项*：['祖母绿色', '青色', '翡绿色', '宝石蓝']",翡绿色
872,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：老灰（颜色）属于或类似于___（颜色）
*选项*：['老蓝', '橙色', '银灰', '石灰']",银灰
873,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：脂粉（颜色）属于或类似于___（颜色）
*选项*：['小粉色', '黄色', '烟紫', '粉绿']",小粉色
874,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：自然棕（颜色）属于或类似于___（颜色）
*选项*：['烟灰色', '彩色', '咖啡颜色', '肤色']",咖啡颜色
875,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：自然白色（颜色）属于或类似于___（颜色）
*选项*：['反光白', '自然色', '高光白', '自然棕色']",高光白
876,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：艳红色（颜色）属于或类似于___（颜色）
*选项*：['棕红色', '薄红色', '橘红色', '洋红色']",薄红色
877,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：艳绿（颜色）属于或类似于___（颜色）
*选项*：['暗青', '宝石绿', '祖母绿', '亮绿色']",亮绿色
878,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：芒果黄色（颜色）属于或类似于___（颜色）
*选项*：['珍珠绿色', '果橙色', '小鸡黄', '肤白']",小鸡黄
879,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：花灰（颜色）属于或类似于___（颜色）
*选项*：['灰银', '霜灰', '墨灰', '雅致灰']",雅致灰
880,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：花紫（颜色）属于或类似于___（颜色）
*选项*：['灰色', '粉色', '艾绿', '烟熏紫']",烟熏紫
881,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：苍绿（颜色）属于或类似于___（颜色）
*选项*：['苔绿', '橄榄绿色', '金黄', '绿光']",绿光
882,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：茄红色（颜色）属于或类似于___（颜色）
*选项*：['红棕色', '荷红色', '红色系色', '白橘色']",红色系色
883,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：茶棕（颜色）属于或类似于___（颜色）
*选项*：['亚麻灰色', '蓝黑', '棕啡色', '油棕']",棕啡色
884,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：茶棕色（颜色）属于或类似于___（颜色）
*选项*：['褐咖色', '暖棕色', '桔棕色', '酒棕色']",暖棕色
885,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：茶粉（颜色）属于或类似于___（颜色）
*选项*：['蔷薇粉', '竹炭灰', '芭蕾粉', '莓粉']",芭蕾粉
886,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：茶红（颜色）属于或类似于___（颜色）
*选项*：['枫叶红', '黑青', '透红', '全红']",透红
887,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：茶黄（颜色）属于或类似于___（颜色）
*选项*：['暖黄', '橘黄色', '酱黄色', '金色']",酱黄色
888,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：荧光红（颜色）属于或类似于___（颜色）
*选项*：['阳光红', '荧光蓝', '荧光绿', '荧光黄']",阳光红
